emo_endo,01,,,,,,,,,,,,,,,,,,,,,,,,,,,
subjectkey,src_subject_id,interview_date,interview_age,sex,amusement_01,anger_02,anxiety_03,awe_04,calmness_05,craving_06,disgust_07,excitement_08,fear_09,horror_10,interest_11,joy_12,neutral_13,romantic_love_14,sadness_15,surprise_16,valence_17,arousal_18,time_assess,visit,fspgod,site,study,comments_misc
